date,observed,fitted,residual
2005-01-31T00:00:00,101.17881574617738,100.59988361250859,0.5789321336687863
2005-02-28T00:00:00,101.72316778709144,102.11419750842562,-0.3910297213341778
2005-03-31T00:00:00,102.04843609311602,102.37002104872153,-0.32158495560550193
2005-04-30T00:00:00,102.31475085003954,102.42666583078542,-0.11191498074587969
2005-05-31T00:00:00,102.48865532872468,101.75654401529555,0.7321113134291295
2005-06-30T00:00:00,102.5697018704502,101.91712524308836,0.6525766273618387
2005-07-31T00:00:00,102.61711824466845,103.44618131548833,-0.8290630708198847
2005-08-31T00:00:00,102.53540684083266,102.21590969213673,0.3194971486959304
2005-09-30T00:00:00,102.54453362128994,102.81690170276596,-0.2723680814760172
2005-10-31T00:00:00,102.56961147934231,101.9068903567148,0.6627211226275165
2005-11-30T00:00:00,102.57173537156342,103.21445903768948,-0.6427236661260594
2005-12-31T00:00:00,102.56621970663925,103.16396437698796,-0.5977446703487175
2006-01-31T00:00:00,102.5495149248854,102.17038665723234,0.3791282676530585
2006-02-28T00:00:00,102.52881164526056,101.72770979296101,0.8011018522995528
2006-03-31T00:00:00,102.56977924675336,101.42276957076432,1.1470096759890396
2006-04-30T00:00:00,102.56455124341754,101.91675565182985,0.6477955915876947
2006-05-31T00:00:00,102.51147214327032,102.44494796227252,0.06652418099780277
2006-06-30T00:00:00,102.52566010504302,102.51261978544069,0.013040319602325212
2006-07-31T00:00:00,102.59270554627584,102.17202030045608,0.4206852458197545
2006-08-31T00:00:00,102.60886591905084,102.54652904582746,0.0623368732233871
2006-09-30T00:00:00,102.59411517772978,101.78296440641381,0.8111507713159654
2006-10-31T00:00:00,102.66689852592722,103.15522278079666,-0.48832425486943976
2006-11-30T00:00:00,102.75498501871914,102.63351236185741,0.12147265686172659
2006-12-31T00:00:00,102.77059140537456,103.52732856768667,-0.7567371623121062
