date,asset_return,market_return,smb,hml,risk_free_rate,return_a,return_b,return_c,policy_rate,inflation_gap,output_gap,level_a,level_b,level_c,seasonal_series,regime_proxy,spot_price,strike_price,time_to_maturity,implied_vol,diff_policy_rate,ret_spot_price,lag3_asset_return,lead2_asset_return,rollmean6_asset_return,rollvol6_asset_return
2005-01-31,0.233763149235475,0.1232070887143996,-0.0095728861465322,-0.0051907035522945,0.02,1.1688157461773752,0.3374757548649373,0.8996990649038376,2.4984724687964475,0.3614152365499934,0.1614719746247687,101.17881574617738,165.09641352437717,78.51215180691715,2.227068229961948,0,103.39395529246993,101.32607618662053,0.2,0.2,,,,0.0006193654776038,,
2005-02-28,-0.0288988145034342,0.0658609417387818,-0.0110844643733706,-0.0009130749154339,0.0202493494667704,0.5343520409140631,0.562932504678913,0.3807846207439792,1.6212191346234608,0.4140040747084316,0.017434358755067,101.72316778709144,166.2863571870547,80.17483521265702,2.292666822236901,0,104.13171825492292,102.04908388982447,0.205439330543933,0.2425908683187975,-0.8772533341729867,0.007135455456424689,,0.3695634562880727,,
2005-03-31,0.0006193654776038,0.0627709693572159,5.768812157802474e-05,-0.0082574312972218,0.020494807918509,0.3152683060245842,0.4289423809695991,0.2694936932673371,1.2044706806320091,0.3839373276526551,-0.0625753978694966,102.04843609311602,167.29368823261217,78.87255009698418,2.3069950883993475,0,105.18477400217768,103.08107852213412,0.2108786610878661,0.2569439174852359,-0.41674845399145166,0.010112728041966834,,0.2029051474483442,,
2005-04-30,0.3695634562880727,0.3352702211995888,-0.0061484256058104,-0.0133531007591293,0.020732545058172,0.2563147569235233,0.2318914039278177,0.1440411095196035,0.9502435898913666,0.0700593909970158,0.4360635873681854,102.31475085003954,166.90341224301218,79.78844573799711,2.425818904350475,0,110.24166401618464,108.03683073586092,0.2163179916317991,0.2673869696850949,-0.25422709074064254,0.048076254971107124,0.233763149235475,-0.1163850400538102,,
2005-05-31,0.2029051474483442,0.1870359437037475,0.0428115482863142,-0.0173015814676813,0.0209588510772084,0.1639044786851478,0.1299938142922835,0.0690812146746108,0.6420261781796007,-0.0788133004629155,0.4764731832288586,102.48865532872468,166.7571921183507,78.30583380745269,2.2725801590519,0,113.63202950137324,111.35938891134576,0.2217573221757322,0.308038176475022,-0.30821741171176587,0.030753939678294984,-0.0288988145034342,-0.0804982945490824,,
2005-06-30,-0.1163850400538102,-0.0583390294199292,0.0159170473472796,-0.0326382062007411,0.0211701945458809,0.0710465417254941,0.0972625702089469,0.0215550755364024,0.2924492221902832,0.0687329231800623,-0.1851242230018854,102.5697018704502,166.8912335591926,78.46672101299642,2.1603096516374065,0,113.4459954163128,111.17707550798654,0.2271966527196652,0.3158736044845614,-0.34957695598931754,-0.0016371623905405697,0.0006193654776038,-0.9327584424241318,0.11026121064870854,0.18645570638863265
2005-07-31,-0.0804982945490824,-0.0699674768177096,0.0089542050178048,-0.0595739041346927,0.0213632775200466,0.03741637421824,0.0612643824603398,0.0261621396307285,-0.0227763889205147,0.0102881215807718,-0.1493130458731668,102.61711824466845,168.22576676065066,79.88443654863784,2.3109898096877672,0,113.66745032226385,111.39410131581856,0.2326359832635983,0.3157875098616468,-0.3152256111107979,0.001952073364408946,0.3695634562880727,0.3188739788392657,0.05788430335128231,0.18894711943016093
2005-08-31,-0.9327584424241318,-0.6995723303520512,-0.0069737572653103,-0.0346525556342747,0.021535087004472,-0.0917114038357699,-0.0099286697796689,0.0022666281974391,-0.1094146926047523,-0.0664126425283033,-0.0531580888321575,102.53540684083266,166.55230247354572,79.92126411471654,2.273994024790386,0,104.58511512452384,102.49341282203336,0.2380753138075313,0.3141499047263056,-0.0866383036842376,-0.0799026913332731,0.2029051474483442,0.1384230426677176,-0.09275896796883394,0.4508184642965473
2005-09-30,0.3188739788392657,0.226622380789655,0.008702377328928,-0.0090342049200899,0.0216829419696157,-0.0008732195427078,0.0464939348317956,0.0493240888790677,-0.2294137488868773,-0.2490269780594811,0.0515674094514673,102.54453362128994,167.848971365565,78.96241657442616,2.3077670867889224,0,109.05895816199494,106.87777899875503,0.2435146443514644,0.4677431886481464,-0.119999056282125,0.04277705323691938,-0.1163850400538102,-0.1054595359339426,-0.03971653240855696,0.4816695150563663
2005-10-31,0.1384230426677176,0.1027423904549355,0.0136187587781104,0.0212652132005053,0.0218045351881981,0.0150778580523645,-0.0149374280962211,0.022075807043902,-0.3958780788919527,-0.2404709672881925,0.0954049751284177,102.56961147934231,165.82971068866834,80.5239823704081,2.2695840603529467,0,111.69042043299646,109.45661202433654,0.2489539748953975,0.4526439711563201,-0.1664643300050754,0.024128804413231064,-0.0804982945490824,-0.0335645735071341,-0.07823993467861615,0.4506321987162597
