date,observed,fitted,residual
2005-01-31T00:00:00,101.17881574617738,100.90484044041051,0.2739753057668679
2005-02-28T00:00:00,101.72316778709144,101.87741751743383,-0.15424973034238576
2005-03-31T00:00:00,102.04843609311602,102.70073975915963,-0.6523036660436077
2005-04-30T00:00:00,102.31475085003954,102.38175534577704,-0.06700449573749268
2005-05-31T00:00:00,102.48865532872468,102.26224519928385,0.22641012944082206
2005-06-30T00:00:00,102.5697018704502,102.37180133779941,0.19790053265079166
2005-07-31T00:00:00,102.61711824466845,103.46255583397789,-0.8454375893094408
2005-08-31T00:00:00,102.53540684083266,102.09478267302578,0.44062416780688807
2005-09-30T00:00:00,102.54453362128994,103.1545895197041,-0.61005589841416
2005-10-31T00:00:00,102.56961147934231,101.50418647249998,1.0654250068423323
2005-11-30T00:00:00,102.57173537156342,102.66343842306827,-0.09170305150485092
2005-12-31T00:00:00,102.56621970663925,102.43771661536368,0.1285030912755616
2006-01-31T00:00:00,102.5495149248854,101.73595203855385,0.8135628863315532
2006-02-28T00:00:00,102.52881164526056,101.43891124965631,1.0899003956042463
2006-03-31T00:00:00,102.56977924675336,101.83869062509055,0.7310886216628063
2006-04-30T00:00:00,102.56455124341754,102.24255666307778,0.32199458033976214
2006-05-31T00:00:00,102.51147214327032,102.31406406309645,0.19740808017387224
2006-06-30T00:00:00,102.52566010504302,102.83182003753325,-0.30615993249023177
2006-07-31T00:00:00,102.59270554627584,102.93056385082423,-0.3378583045483907
2006-08-31T00:00:00,102.60886591905084,102.14544940995526,0.4634165090955804
2006-09-30T00:00:00,102.59411517772978,101.78374415700051,0.8103710207292636
2006-10-31T00:00:00,102.66689852592722,103.30918771423299,-0.6422891883057673
2006-11-30T00:00:00,102.75498501871914,102.554646293855,0.20033872486413884
2006-12-31T00:00:00,102.77059140537456,103.06229106983548,-0.2916996644609213
