date,observed,fitted,residual
2005-01-31T00:00:00,101.17881574617738,101.76793025469608,-0.5891145085187048
2005-02-28T00:00:00,101.72316778709144,102.22768085253077,-0.5045130654393262
2005-03-31T00:00:00,102.04843609311602,102.61687663123715,-0.5684405381211235
2005-04-30T00:00:00,102.31475085003954,102.46608829968253,-0.15133744964298046
2005-05-31T00:00:00,102.48865532872468,102.40959420518288,0.07906112354179129
2005-06-30T00:00:00,102.5697018704502,102.46138290282846,0.10831896762174154
2005-07-31T00:00:00,102.61711824466845,102.9769975965695,-0.359879351901057
2005-08-31T00:00:00,102.53540684083266,102.33043235942182,0.20497448141084362
2005-09-30T00:00:00,102.54453362128994,102.83141767242236,-0.286884051132418
2005-10-31T00:00:00,102.56961147934231,102.0512493900867,0.5183620892556178
2005-11-30T00:00:00,102.57173537156342,102.59924377521659,-0.02750840365317231
2005-12-31T00:00:00,102.56621970663925,102.49254196361917,0.07367774302007035
2006-01-31T00:00:00,102.5495149248854,102.16080816960977,0.3887067552756349
2006-02-28T00:00:00,102.52881164526056,102.0203928919899,0.5084187532706608
2006-03-31T00:00:00,102.56977924675336,102.20937411640907,0.3604051303442901
2006-04-30T00:00:00,102.56455124341754,102.40028716257919,0.16426408083835042
2006-05-31T00:00:00,102.51147214327032,102.43408969677915,0.07738244649117121
2006-06-30T00:00:00,102.52566010504302,102.67884008664888,-0.15317998160585944
2006-07-31T00:00:00,102.59270554627584,102.72551764904009,-0.13281210276424815
2006-08-31T00:00:00,102.60886591905084,102.35438322475062,0.2544826943002221
2006-09-30T00:00:00,102.59411517772978,102.18340016313576,0.41071501459401816
2006-10-31T00:00:00,102.66689852592722,102.90449837115355,-0.2375998452263275
2006-11-30T00:00:00,102.75498501871914,102.54781623530519,0.20716878341394818
2006-12-31T00:00:00,102.77059140537456,102.78778692221366,-0.01719551683909515
