time,observed,synthetic,gap
1,8.281342947667275,6.752798918694039,1.5285440289732355
2,7.161166663415577,7.7306621010184555,-0.5694954376028782
3,7.582391886802917,7.542673133686041,0.039718753116876115
4,8.19643779930995,8.101854346224272,0.0945834530856775
5,6.775339604671813,7.762147981239906,-0.9868083765680931
6,7.332408657947028,7.9475241975014494,-0.6151155395544219
7,9.385157683987362,8.384638373047123,1.0005193109402395
8,6.077208583694369,7.315280627207786,-1.2380720435134167
9,8.615878353039573,8.20933136230336,0.4065469907362136
10,7.835612225525817,7.75097871513737,0.08463351038844724
11,7.322079734610011,7.970023482486063,-0.6479437478760524
12,8.811756994695338,8.705466234195498,0.10629076049984043
13,10.146094014149632,9.103962853631918,1.0421311605177142
14,8.260919234930208,8.715734344885545,-0.45481510995533725
15,9.37839640571156,8.866023660316447,0.5123727453951137
16,7.558477436067536,8.290004811610437,-0.7315273755429015
17,9.260759820471016,8.485691576824241,0.7750682436467748
18,7.456380545464655,9.301540820548114,-1.845160275083459
19,11.049357874509065,10.274014043237187,0.7753438312718774
20,10.342442918246832,10.71617036377475,-0.37372744552791914
21,11.262537592174072,9.890399324914842,1.3721382672592295
22,11.70119725543396,10.78148123585635,0.91971601957761
23,9.277360031260905,11.725342993221048,-2.447982961960143
24,11.628291926812045,11.696224990086225,-0.06793306327418058
25,12.360307334129743,10.66010287611272,1.7002044580170228
26,9.2377928445218,11.064322711724746,-1.8265298672029449
27,8.940164940883983,11.839353536304646,-2.8991885954206627
28,11.607059634929575,11.282263529621869,0.32479610530770664
29,11.223761893189494,12.83208315328341,-1.6083212600939163
30,11.718318831539484,11.96651958984625,-0.24820075830676558
31,11.406386769797072,11.824334673264215,-0.4179479034671427
32,11.261565722539611,11.65014125911447,-0.38857553657485866
33,12.586777208725035,12.96309808043246,-0.37632087170742423
34,11.733416017288029,12.133465864846059,-0.4000498475580301
35,12.387312331496076,13.070391020561463,-0.6830786890653862
36,11.125369038295872,12.212738302678662,-1.0873692643827901
