date,asset_return,market_return,smb,hml,risk_free_rate,return_a,return_b,return_c,policy_rate,inflation_gap,output_gap,level_a,level_b,level_c,seasonal_series,regime_proxy,spot_price,strike_price,time_to_maturity,implied_vol,diff_policy_rate,logret_spot_price,lag2_asset_return,lead1_asset_return,rollmean12_asset_return,rollvol12_asset_return
2005-01-31,0.233763149235475,0.1232070887143996,-0.0095728861465322,-0.0051907035522945,0.02,1.1688157461773752,0.3374757548649373,0.8996990649038376,2.4984724687964475,0.3614152365499934,0.1614719746247687,101.17881574617738,165.09641352437717,78.51215180691715,2.227068229961948,0,103.39395529246993,101.32607618662053,0.2,0.2,,,,-0.0288988145034342,,
2005-02-28,-0.0288988145034342,0.0658609417387818,-0.0110844643733706,-0.0009130749154339,0.0202493494667704,0.5343520409140631,0.562932504678913,0.3807846207439792,1.6212191346234608,0.4140040747084316,0.017434358755067,101.72316778709144,166.2863571870547,80.17483521265702,2.292666822236901,0,104.13171825492292,102.04908388982447,0.205439330543933,0.2425908683187975,-0.8772533341729867,0.007110118549656098,,0.0006193654776038,,
2005-03-31,0.0006193654776038,0.0627709693572159,5.768812157802474e-05,-0.0082574312972218,0.020494807918509,0.3152683060245842,0.4289423809695991,0.2694936932673371,1.2044706806320091,0.3839373276526551,-0.0625753978694966,102.04843609311602,167.29368823261217,78.87255009698418,2.3069950883993475,0,105.18477400217768,103.08107852213412,0.2108786610878661,0.2569439174852359,-0.41674845399145166,0.010061936547760292,0.233763149235475,0.3695634562880727,,
2005-04-30,0.3695634562880727,0.3352702211995888,-0.0061484256058104,-0.0133531007591293,0.020732545058172,0.2563147569235233,0.2318914039278177,0.1440411095196035,0.9502435898913666,0.0700593909970158,0.4360635873681854,102.31475085003954,166.90341224301218,79.78844573799711,2.425818904350475,0,110.24166401618464,108.03683073586092,0.2163179916317991,0.2673869696850949,-0.25422709074064254,0.04695634562880768,-0.0288988145034342,0.2029051474483442,,
2005-05-31,0.2029051474483442,0.1870359437037475,0.0428115482863142,-0.0173015814676813,0.0209588510772084,0.1639044786851478,0.1299938142922835,0.0690812146746108,0.6420261781796007,-0.0788133004629155,0.4764731832288586,102.48865532872468,166.7571921183507,78.30583380745269,2.2725801590519,0,113.63202950137324,111.35938891134576,0.2217573221757322,0.308038176475022,-0.30821741171176587,0.03029051474483449,0.0006193654776038,-0.1163850400538102,,
2005-06-30,-0.1163850400538102,-0.0583390294199292,0.0159170473472796,-0.0326382062007411,0.0211701945458809,0.0710465417254941,0.0972625702089469,0.0215550755364024,0.2924492221902832,0.0687329231800623,-0.1851242230018854,102.5697018704502,166.8912335591926,78.46672101299642,2.1603096516374065,0,113.4459954163128,111.17707550798654,0.2271966527196652,0.3158736044845614,-0.34957695598931754,-0.0016385040053812584,0.3695634562880727,-0.0804982945490824,,
2005-07-31,-0.0804982945490824,-0.0699674768177096,0.0089542050178048,-0.0595739041346927,0.0213632775200466,0.03741637421824,0.0612643824603398,0.0261621396307285,-0.0227763889205147,0.0102881215807718,-0.1493130458731668,102.61711824466845,168.22576676065066,79.88443654863784,2.3109898096877672,0,113.66745032226385,111.39410131581856,0.2326359832635983,0.3157875098616468,-0.3152256111107979,0.0019501705450917924,0.2029051474483442,-0.9327584424241318,,
2005-08-31,-0.9327584424241318,-0.6995723303520512,-0.0069737572653103,-0.0346525556342747,0.021535087004472,-0.0917114038357699,-0.0099286697796689,0.0022666281974391,-0.1094146926047523,-0.0664126425283033,-0.0531580888321575,102.53540684083266,166.55230247354572,79.92126411471654,2.273994024790386,0,104.58511512452384,102.49341282203336,0.2380753138075313,0.3141499047263056,-0.0866383036842376,-0.08327584424241323,-0.1163850400538102,0.3188739788392657,,
2005-09-30,0.3188739788392657,0.226622380789655,0.008702377328928,-0.0090342049200899,0.0216829419696157,-0.0008732195427078,0.0464939348317956,0.0493240888790677,-0.2294137488868773,-0.2490269780594811,0.0515674094514673,102.54453362128994,167.848971365565,78.96241657442616,2.3077670867889224,0,109.05895816199494,106.87777899875503,0.2435146443514644,0.4677431886481464,-0.119999056282125,0.041887397883926605,-0.0804982945490824,0.1384230426677176,,
2005-10-31,0.1384230426677176,0.1027423904549355,0.0136187587781104,0.0212652132005053,0.0218045351881981,0.0150778580523645,-0.0149374280962211,0.022075807043902,-0.3958780788919527,-0.2404709672881925,0.0954049751284177,102.56961147934231,165.82971068866834,80.5239823704081,2.2695840603529467,0,111.69042043299646,109.45661202433654,0.2489539748953975,0.4526439711563201,-0.1664643300050754,0.023842304266771808,-0.9327584424241318,-0.1054595359339426,,
2005-11-30,-0.1054595359339426,-0.0735575743554508,0.0350473855593053,0.0157871558213006,0.0218979692387111,-0.0078761077788948,-0.0653399260771889,0.0105771470683776,-0.8274242118556318,-0.5073055167344882,-0.0060032111812706,102.57173537156342,167.2480502163151,81.19222249305544,2.163480589628362,0,111.62945928910534,109.39687010332324,0.2543933054393306,0.4271932254034958,-0.43154613296367905,-0.0005459535933941623,0.3188739788392657,-0.0335645735071341,,
2005-12-31,-0.0335645735071341,-0.0341714960731042,0.0307827649915756,-0.013538952024011,0.0219617861140463,-0.0155156649241707,-0.0167345912716058,-0.0234723002403413,-1.055704893870189,-0.3396549851148427,-0.2906773157782069,102.56621970663925,166.9718806036935,81.60112848679437,2.123991867570421,0,112.37354330296984,110.12607243691043,0.2598326359832636,0.4048486141122593,-0.2282806820145572,0.006643542649286431,0.1384230426677176,-0.1734478036387745,-0.002784713417921355,0.33794686764960663
2006-01-31,-0.1734478036387745,-0.1450846756092886,0.044920843693426,-0.0112441129052543,0.0219949899732081,-0.0267047817538574,-0.0442393166548587,0.0381775510598955,-0.8394038021121609,-0.2200452392735972,-0.0292274470248951,102.5495149248854,166.11327481234352,80.66306989157474,2.2392654394459948,0,111.55120794179696,109.32018378296104,0.2652719665271966,0.3847097523525775,0.21630109175802803,-0.00734478036387761,-0.1054595359339426,-0.1419486251662635,-0.03671895949077548,0.33243475658669863
2006-02-28,-0.1419486251662635,-0.0879302977723628,0.0580187455621316,-0.0110956091633388,0.0219970626810796,-0.0307032796248304,-0.0165005129786012,0.0436676281201208,-0.9906984042723546,-0.4133160479331147,-0.159769940118908,102.52881164526056,165.74984674822835,80.2075994513572,2.3375515048378173,0,111.08424606610754,108.8625611447854,0.2707112970711297,0.3737017830506535,-0.15129460216019364,-0.004194862516626159,-0.0335645735071341,0.4006929992595364,-0.04613977704601125,0.33379207565694335
2006-03-31,0.4006929992595364,0.2918981767709818,0.023316462980072,-0.0030656101132301,0.0219679718937478,0.0309676014928163,-0.061803284403129,0.0249414632342,-0.6249331673207238,-0.0717271652272715,-0.0966053159961852,102.56977924675336,166.23897500911966,78.44188888067086,2.5450076646566635,0,116.78775025403688,114.45199524895612,0.2761506276150627,0.3629742075922315,0.36576523695163077,0.050069299925953575,-0.1734478036387745,-0.1146897535378277,-0.012800307564183535,0.35798978113303986
2006-04-30,-0.1146897535378277,-0.0809488881224936,-0.00371163580534,0.0102170677915753,0.0219081715632193,-0.0152280033358391,-0.0068071213580825,0.0083965807748641,-0.5787030035189475,-0.3738049830782028,0.3203113939022879,102.56455124341754,166.7331032831938,78.7762323242992,2.3278816076733886,0,116.61631787308885,114.28399151562704,0.2815899581589958,0.3811074624643382,0.04623016380177625,-0.0014689753537828522,-0.1419486251662635,-0.5281164686434854,-0.05315474171634191,0.3376874784844657
2006-05-31,-0.5281164686434854,-0.386206091674144,-0.0142060902649788,0.0132050964448226,0.0218185948536513,-0.0630791001472229,0.0414274611146348,0.0496231271240762,-0.5729301677657035,-0.1938390987426171,-0.0132193856693971,102.51147214327032,166.82059226426992,79.99934299710303,2.344880657795623,0,111.72914171071652,109.4945588765022,0.2870292887029289,0.3676016647639192,0.005772835753244054,-0.042811646864348726,0.4006929992595364,0.1646317005761763,-0.11407320972399437,0.35289071481782003
2006-06-30,0.1646317005761763,0.1056779661177211,-0.0308534650011137,0.0035529212252279,0.0217006395796369,0.0041879617726985,0.0656633230215031,0.0138301626380928,0.0434809603073794,0.0246742745074924,0.2755942969314879,102.52566010504302,167.45406436139166,78.93423971372742,2.291840284617913,0,114.72531830387848,112.43081193780093,0.2924686192468619,0.405523301543037,0.6164111280730828,0.026463170057617686,-0.1146897535378277,0.461252851455402,-0.09065514800482882,0.3619317662639932
2006-07-31,0.461252851455402,0.3185737869928969,-0.0247149775644363,0.0529928562530572,0.0215561463937758,0.0570454412328331,0.0431100560624378,0.0212060907108304,-0.1504604508575522,-0.1798902304695391,0.0006381755685279,102.59270554627584,167.57487697113757,77.79754160675603,2.1964817588375047,0,121.34843310790528,118.92146444574718,0.297907949790795,0.3899549192797152,-0.19394141116493158,0.0561252851455401,-0.5281164686434854,-0.1841722604927872,-0.045509219171121794,0.39554129278216926
2006-08-31,-0.1841722604927872,-0.1369640877153014,-0.0169676244578061,0.0037297231883173,0.0213873700639065,0.0061603727749873,-0.0097255702632788,-0.0250866209517022,0.1349605748932152,0.1341670995251773,-0.0264749933585971,102.60886591905084,166.61429299742514,80.67267356467131,2.252121305425746,0,120.33130262956404,117.92467657697276,0.303347280334728,0.4103610136106425,0.2854210257507674,-0.008417226049278699,0.1646317005761763,-0.2822824830874965,0.016872962656490253,0.2870381464677905
