firm_id,date,calendar_year,month_index,treated,post,staggered_post,event_time,staggered_event_time,treatment_time,unit,size,leverage,instrument_z,endogenous_x,outcome_y,binary_outcome,count_outcome,multiclass_outcome,secondary_outcome,running_score,export_flow,origin_gdp,destination_gdp,distance_km,working_capital,retained_earnings,ebit,market_equity,sales,total_assets,total_liabilities,net_income,revenue,equity
firm_01,2018-01-31,2018,1,1,0,0,-18,-18.0,18.0,firm_01,-1.3491684875938117,-0.3862175635378378,-0.1435168424451554,0.2785972991161518,8.281342947667275,0,1,0,8.061791269331776,0.7698387038457276,49.40883917797032,6707.077236995387,5124.128155689759,506.1984144232085,61057.22892506472,41137.34917451515,33273.31812219427,335260.0152858213,12.857480811584905,501293.02907292894,213372.0724041828,26375.54605689663,383648.0257341592,287920.9566687462
firm_01,2018-02-28,2018,2,1,0,0,-17,-17.0,18.0,firm_01,-2.624354480358037,-0.9900972502217852,1.4316570462193818,1.1977342200420291,7.161166663415577,1,3,1,7.318611368946235,-1.2578541177844715,91.97699374857942,6549.205151959514,4695.745866446325,499.9748647163789,25865.74300359386,15937.67861929455,12858.699383533743,124948.65584723122,11.87360164528539,191449.74034320377,84857.58709080162,15525.445856681252,143429.89314427826,106592.15325240216
firm_01,2018-03-31,2018,3,1,0,0,-16,-16.0,18.0,firm_01,-2.271459514642903,-1.095941947703461,1.0577328335812757,0.2791971515539841,7.582391886802917,0,3,2,7.862834793778379,0.1041811916633471,57.07600314125128,6556.682201676948,5232.980863080612,507.1614318866007,32363.71438557003,20439.56234734776,16541.7141272288,172178.88113898985,12.148692296505804,249886.2196283108,107733.29948282472,11302.34191159805,188846.9724500364,142152.92014548602
firm_01,2018-04-30,2018,4,1,0,0,-15,-15.0,18.0,firm_01,-1.960479608976576,-0.3755557615154241,1.2478999752354007,1.693126004491981,8.19643779930995,0,1,0,8.591393326330843,-0.0371038537441296,62.46581320633146,6153.677585204073,5173.463633447217,513.0100149914846,38743.845293878185,25784.46384991348,20876.326013351547,208936.74254947563,12.389983069673043,316001.4382922193,139897.74841078912,12788.568799857552,240381.6312641816,176103.68988143018
firm_01,2018-05-31,2018,5,1,0,0,-14,-14.0,18.0,firm_01,-2.3151883785847853,-1.1571822660366684,-0.7576141862667286,-0.6336680485148168,6.775339604671813,0,3,1,6.579443540901458,-0.288971942617631,66.27852765987814,6317.890930335069,5393.903338564485,492.4764703621588,31111.809184562982,19983.230564093214,16142.833031463188,161540.15909079957,12.127645314327479,241772.51332008973,105571.86947679768,16352.727029225927,184913.84896508945,136200.64384329203
firm_01,2018-06-30,2018,6,1,0,0,-13,-13.0,18.0,firm_01,-1.531302997167748,-2.2336496059808213,0.9993160670023692,-0.1402526508296088,7.332408657947028,1,2,1,7.2307023588412,1.610069527065623,46.98808312387908,6079.331742630903,5564.469736773411,516.7979022942117,56846.90050534881,36106.332343028254,29168.07265093644,296217.28818743635,12.680137382593804,436901.5219072232,194827.7331239405,28293.973187214026,321302.196893001,242073.7887832827
firm_01,2018-07-31,2018,7,1,0,0,-12,-12.0,18.0,firm_01,-1.6620540659633785,-0.15814001055754698,0.8494519105744235,1.2847737900498406,9.385157683987362,0,5,1,9.442496052205518,1.565045718115602,55.69756298015628,6847.48656044833,5313.3126876815,503.1845860521783,48257.00446747969,32770.69255962545,26465.26712255711,265363.41845645854,12.580944442275284,395840.464240584,173827.29372892028,27036.3524134082,290960.9783879348,222013.1705116637
firm_01,2018-08-31,2018,8,1,0,0,-11,-11.0,18.0,firm_01,-2.1871144748955484,-0.7993719293544883,-1.836891761801076,-1.1839305114729957,6.331416253011258,1,3,1,5.9464411345483175,-0.0177468320860682,68.34463620152061,5994.80949019463,5294.319947755545,509.4082722198322,34716.7539404328,22045.02114661751,17803.667831022263,176719.89675633676,12.191559123215521,266313.1771380505,117957.3933566294,18256.826160179706,197118.2582333428,148355.78378142117
firm_01,2018-09-30,2018,9,1,0,0,-10,-10.0,18.0,firm_01,-1.9507364512375285,-1.0603439822112433,0.1986510491706163,0.3335665962590394,8.615878353039573,1,5,1,8.650308803649217,-0.0984436785703776,82.59241325014642,6984.263541137036,5911.595700846327,553.6147265253472,43052.73517727891,26414.408294251,21323.50284837452,216494.79295684,12.379325956443564,318334.0559034731,135184.22209391976,23601.090052602456,237833.45919777435,183149.83380955333
firm_01,2018-10-31,2018,10,1,0,0,-9,-9.0,18.0,firm_01,-1.5258571417408773,0.40579122528678574,2.121628664205349,1.3008937197150665,7.835612225525817,0,5,0,7.757878633040981,-1.2063280819980449,72.61751808049789,6746.678685409361,6578.195889917603,482.1570643955006,58704.84099025859,35897.57870284135,29049.90002135933,306935.700604256,12.689822547366749,438701.2188112944,194320.75284493383,19757.09788768875,324429.1798411912,244380.46596636056
