firm_id,date,treated,post,size,leverage,outcome_y,endogenous_x
firm_01,2018-01-31T00:00:00,1.0,0.0,8.519775911467494,0.3577590135791016,8.281342947667275,0.2785972991161518
firm_01,2018-02-28T00:00:00,1.0,0.0,7.55721041465215,0.3378183221465689,7.161166663415577,1.1977342200420291
firm_01,2018-03-31T00:00:00,1.0,0.0,7.823590785770317,0.3343232278441892,7.582391886802917,0.2791971515539841
firm_01,2018-04-30T00:00:00,1.0,0.0,8.058331858128255,0.3581110765958445,8.19643779930995,1.693126004491981
firm_01,2018-05-31T00:00:00,1.0,0.0,7.790582349444769,0.3323010132904619,6.775339604671813,-0.6336680485148168
firm_01,2018-06-30T00:00:00,1.0,0.0,8.382292912367715,0.2967550203777046,7.332408657947028,-0.1402526508296088
firm_01,2018-07-31T00:00:00,1.0,0.0,8.283596354996046,0.3652903550150778,9.385157683987362,1.2847737900498406
firm_01,2018-08-31T00:00:00,1.0,0.0,7.887258066895583,0.3441162567445512,6.077208583694369,-1.1839305114729957
firm_01,2018-09-30T00:00:00,1.0,0.0,8.065686414657932,0.335498707101331,8.615878353039573,0.3335665962590394
firm_01,2018-10-31T00:00:00,1.0,0.0,8.386403679396443,0.3839119099557461,7.835612225525817,1.3008937197150665
firm_01,2018-11-30T00:00:00,1.0,0.0,8.436941562073635,0.3457133036171855,7.322079734610011,-0.3589935060552574
firm_01,2018-12-31T00:00:00,1.0,0.0,8.589303227919594,0.3709084809281752,8.811756994695338,-0.3942723802437593
firm_01,2019-01-31T00:00:00,1.0,0.0,7.949404884050156,0.3146246258238823,10.146094014149632,-0.0443327071779516
firm_01,2019-02-28T00:00:00,1.0,0.0,8.236495328313826,0.2680394320830639,8.260919234930208,-0.4894230612092318
firm_01,2019-03-31T00:00:00,1.0,0.0,8.244491348369088,0.3394439392592008,9.37839640571156,0.4929356766582403
firm_01,2019-04-30T00:00:00,1.0,0.0,8.577338160951822,0.3799652088919671,7.558477436067536,-0.6549469811488517
firm_01,2019-05-31T00:00:00,1.0,0.0,8.104858058322197,0.3269515711562598,9.260759820471016,1.1794955753112408
firm_01,2019-06-30T00:00:00,1.0,0.0,8.271646934631221,0.3211883362313717,7.456380545464655,-0.1399329814773284
firm_01,2019-07-31T00:00:00,1.0,1.0,8.815981691558708,0.3702891652175345,11.049357874509065,0.5950098019363489
firm_01,2019-08-31T00:00:00,1.0,1.0,8.101516349515983,0.3509793184759978,10.342442918246832,-0.6561800554480436
firm_01,2019-09-30T00:00:00,1.0,1.0,8.85784585400492,0.3818362862174121,11.262537592174072,0.7061412712946836
firm_01,2019-10-31T00:00:00,1.0,1.0,8.792671020221938,0.3605273457171655,11.70119725543396,0.4815770295623174
firm_01,2019-11-30T00:00:00,1.0,1.0,8.064460477447392,0.3329969027967824,9.277360031260905,0.0886094467057326
firm_01,2019-12-31T00:00:00,1.0,1.0,8.876973601581737,0.35217513077515,11.628291926812045,0.9303322754313468
firm_01,2020-01-31T00:00:00,1.0,1.0,8.901877341579063,0.3782857891619978,12.360307334129743,1.003835684797553
firm_01,2020-02-29T00:00:00,1.0,1.0,8.931373385430325,0.3795130041014929,9.2377928445218,-0.4936059202265462
firm_01,2020-03-31T00:00:00,1.0,1.0,8.397344156616501,0.3861766261365598,8.940164940883983,-1.822247644537588
firm_01,2020-04-30T00:00:00,1.0,1.0,9.10857873102807,0.3570039710292354,11.607059634929575,0.0427383044008028
firm_01,2020-05-31T00:00:00,1.0,1.0,9.257901194260093,0.3352382748220913,11.223761893189494,-0.5106315202940679
firm_01,2020-06-30T00:00:00,1.0,1.0,8.816975075905896,0.4039169624257721,11.718318831539484,-0.4549410625488048
firm_01,2020-07-31T00:00:00,1.0,1.0,9.14003968646622,0.321604647383575,11.406386769797072,-0.4048877514478047
firm_01,2020-08-31T00:00:00,1.0,1.0,8.735493468664819,0.3539809658258729,11.261565722539611,0.2830507629186899
firm_01,2020-09-30T00:00:00,1.0,1.0,9.009277722668912,0.3740937228468459,12.586777208725035,0.560244188700657
firm_01,2020-10-31T00:00:00,1.0,1.0,8.887630480311348,0.3905878130503999,11.733416017288029,-0.2741510015798234
firm_01,2020-11-30T00:00:00,1.0,1.0,8.971398531080787,0.3086786607742719,12.387312331496076,1.3325531863459832
firm_01,2020-12-31T00:00:00,1.0,1.0,9.132615996408283,0.3271687655561218,11.125369038295872,-2.122750782023463
firm_02,2018-01-31T00:00:00,1.0,0.0,7.6784523332182175,0.3749092996323576,6.411755174872011,0.1086065550852694
firm_02,2018-02-28T00:00:00,1.0,0.0,7.906805831794943,0.3094700999420687,6.644755138625797,-0.8896781676631094
firm_02,2018-03-31T00:00:00,1.0,0.0,8.369480921450679,0.4058698623787954,5.992061431013661,0.2024695021721119
firm_02,2018-04-30T00:00:00,1.0,0.0,8.108563987992168,0.3645196686852928,6.23115197396883,0.9110653508447056
firm_02,2018-05-31T00:00:00,1.0,0.0,8.44714089195597,0.3973595212986121,6.81425610816668,0.7495949967864346
firm_02,2018-06-30T00:00:00,1.0,0.0,8.484366713000876,0.3736364858397436,7.519516766002618,-0.3969208895360017
firm_02,2018-07-31T00:00:00,1.0,0.0,8.571090898172793,0.3990079841273075,7.246283980787723,-0.3450551640461843
